7706,2021-09-17 18:27:37.1000000,102,4
7706,2021-09-17 18:27:37.1000000,105,4
7706,2021-09-17 18:27:55.6000000,104,4
7706,2021-09-17 18:27:59.6000000,107,4
7706,2022-06-05 18:59:34.7000000,102,3
7706,2022-06-05 18:59:34.7000000,105,3
7706,2022-06-05 18:59:40.9000000,107,3
7706,2022-06-05 19:00:09.7000000,104,3
7706,2022-06-07 08:50:18.8000000,102,4
7706,2022-06-07 08:50:18.8000000,105,4
7706,2022-06-07 08:50:41.3000000,107,4
7706,2022-06-07 08:50:42.2000000,104,4
7706,2022-06-07 09:43:00.1000000,102,4
7706,2022-06-07 09:43:00.1000000,105,4
7706,2022-06-07 09:43:06.3000000,107,4
7706,2022-06-07 09:43:27.5000000,104,4
7706,2022-06-07 09:45:04.2000000,102,3
7706,2022-06-07 09:45:04.2000000,105,3
7706,2022-06-07 09:45:26.7000000,107,3
7706,2022-06-07 09:45:33.5000000,104,3
7706,2022-06-07 09:49:00.2000000,102,3
7706,2022-06-07 09:49:00.2000000,105,3
7706,2022-06-07 09:49:22.7000000,107,3
7706,2022-06-07 09:49:29.6000000,104,3
7706,2022-06-07 12:02:19.8000000,102,3
7706,2022-06-07 12:02:19.8000000,105,3
7706,2022-06-07 12:02:42.1000000,104,3
7706,2022-06-07 12:02:42.3000000,107,3
7706,2022-06-08 06:31:43.0000000,102,3
7706,2022-06-08 06:31:43.0000000,105,3
7706,2022-06-08 06:31:50.6000000,107,3
7706,2022-06-08 06:32:12.0000000,104,3
7706,2022-06-08 13:29:13.6000000,102,4
7706,2022-06-08 13:29:13.6000000,105,4
7706,2022-06-08 13:29:27.1000000,107,4
7706,2022-06-08 13:29:34.2000000,104,4
7706,2022-06-08 17:14:38.5000000,102,4
7706,2022-06-08 17:14:38.5000000,105,4
7706,2022-06-08 17:14:43.3000000,107,4
7706,2022-06-08 17:15:27.5000000,104,4
7706,2022-06-08 19:35:36.5000000,102,4
7706,2022-06-08 19:35:36.5000000,105,4
7706,2022-06-08 19:35:59.0000000,107,4
7706,2022-06-08 19:35:59.8000000,104,4
7706,2022-06-08 21:16:08.7000000,102,3
7706,2022-06-08 21:16:08.7000000,105,3
7706,2022-06-08 21:16:16.3000000,107,3
7706,2022-06-08 21:16:34.9000000,104,3
7706,2022-06-09 10:12:07.4000000,102,4
7706,2022-06-09 10:12:07.4000000,105,4
7706,2022-06-09 10:12:29.2000000,104,4
7706,2022-06-09 10:12:29.9000000,107,4
7706,2022-06-10 13:41:50.8000000,102,3
7706,2022-06-10 13:41:50.8000000,105,3
7706,2022-06-10 13:42:13.3000000,107,3
7706,2022-06-10 13:42:30.0000000,104,3
7706,2022-06-11 09:54:10.8000000,102,3
7706,2022-06-11 09:54:10.8000000,105,3
7706,2022-06-11 09:54:28.3000000,107,3
7706,2022-06-11 09:54:39.1000000,104,3
7706,2022-06-11 17:46:19.8000000,102,4
7706,2022-06-11 17:46:19.8000000,105,4
7706,2022-06-11 17:46:19.9000000,107,4
7706,2022-06-11 17:46:42.7000000,104,4
7706,2022-06-13 05:38:07.5000000,102,3
7706,2022-06-13 05:38:07.5000000,105,3
7706,2022-06-13 05:38:15.1000000,107,3
7706,2022-06-13 05:38:32.9000000,104,3
7706,2022-06-13 05:39:34.5000000,102,3
7706,2022-06-13 05:39:34.5000000,105,3
7706,2022-06-13 05:39:42.1000000,107,3
7706,2022-06-13 05:39:57.8000000,104,3
7706,2022-06-14 12:19:57.7000000,102,4
7706,2022-06-14 12:19:57.7000000,105,4
7706,2022-06-14 12:20:20.2000000,107,4
7706,2022-06-14 12:20:24.7000000,104,4
7706,2022-06-14 12:21:50.9000000,102,3
7706,2022-06-14 12:21:50.9000000,105,3
7706,2022-06-14 12:22:13.4000000,107,3
7706,2022-06-14 12:22:21.2000000,104,3
7706,2022-06-14 18:51:32.3000000,102,4
7706,2022-06-14 18:51:32.3000000,105,4
7706,2022-06-14 18:51:53.4000000,104,4
7706,2022-06-14 18:51:54.8000000,107,4
7706,2022-06-17 08:59:08.4000000,102,4
7706,2022-06-17 08:59:08.4000000,105,4
7706,2022-06-17 08:59:27.1000000,104,4
7706,2022-06-17 08:59:30.9000000,107,4
7706,2022-06-17 10:32:33.4000000,102,4
7706,2022-06-17 10:32:33.4000000,105,4
7706,2022-06-17 10:32:47.1000000,107,4
7706,2022-06-17 10:32:55.7000000,104,4
7706,2022-06-17 10:33:34.4000000,102,4
7706,2022-06-17 10:33:34.4000000,105,4
7706,2022-06-17 10:34:01.7000000,104,4
7706,2022-06-17 10:34:01.7000000,107,4
7706,2022-06-17 11:03:59.0000000,102,5
7706,2022-06-17 11:03:59.0000000,105,5
7706,2022-06-17 11:04:21.5000000,107,5
7706,2022-06-17 11:04:46.8000000,104,5
