Signal Id,Timestamp,Event Code,Event Parameter
7115,08/09/2023 16:42:15.700,8,2
7115,08/09/2023 16:42:20.800,9,2
7115,08/09/2023 16:43:42.300,1,2
7115,08/09/2023 16:44:45.700,6,2
7115,08/09/2023 16:44:45.700,8,2
7115,08/09/2023 16:44:50.800,9,2
7115,08/09/2023 16:46:12.600,1,2
7115,08/09/2023 16:47:15.700,6,2
7115,08/09/2023 16:47:15.700,8,2
7115,08/09/2023 16:47:20.800,9,2
7115,08/09/2023 16:48:39.800,1,2
7115,08/09/2023 16:49:45.700,6,2
7115,08/09/2023 16:49:45.700,8,2
7115,08/09/2023 16:49:50.800,9,2
7115,08/09/2023 16:51:15.000,1,2
7115,08/09/2023 16:52:15.700,6,2
7115,08/09/2023 16:52:15.700,8,2
7115,08/09/2023 16:52:20.800,9,2
7115,08/09/2023 16:53:44.000,1,2
7115,08/09/2023 16:54:45.700,6,2
7115,08/09/2023 16:54:45.700,8,2
7115,08/09/2023 16:54:50.800,9,2
7115,08/09/2023 16:56:09.200,1,2
7115,08/09/2023 16:57:15.700,6,2
7115,08/09/2023 16:57:15.700,8,2
7115,08/09/2023 16:57:20.800,9,2
7115,08/09/2023 16:58:39.900,1,2
7115,08/09/2023 16:59:45.700,6,2
7115,08/09/2023 16:59:45.700,8,2
7115,08/09/2023 16:59:50.800,9,2
7115,08/09/2023 17:01:15.000,1,2
7115,08/09/2023 17:02:15.700,6,2
7115,08/09/2023 17:02:15.700,8,2
7115,08/09/2023 17:02:20.800,9,2
7115,08/09/2023 17:03:41.300,1,2
7115,08/09/2023 17:04:45.700,6,2
7115,08/09/2023 17:04:45.700,8,2
7115,08/09/2023 17:04:50.800,9,2
7115,08/09/2023 17:06:05.400,1,2
7115,08/09/2023 17:07:15.700,6,2
7115,08/09/2023 17:07:15.700,8,2
7115,08/09/2023 17:07:20.800,9,2
7115,08/09/2023 17:08:45.000,1,2
7115,08/09/2023 17:09:45.700,6,2
7115,08/09/2023 17:09:45.700,8,2
7115,08/09/2023 17:09:50.800,9,2
7115,08/09/2023 17:11:13.200,1,2
7115,08/09/2023 17:12:15.700,6,2
7115,08/09/2023 17:12:15.700,8,2
7115,08/09/2023 17:12:20.800,9,2
