SignalIdentifier,EventCode,EventParam,Timestamp
7115,81,20,53:50.1
7115,82,19,53:51.4
7115,81,21,53:51.6
7115,81,19,53:51.7
7115,81,19,53:51.8
7115,81,21,53:51.9
7115,82,21,53:51.9
7115,82,19,53:52.9
7115,81,19,53:53.1
7115,82,21,53:53.2
7115,81,21,53:54.2
7115,82,19,53:54.8
7115,82,21,53:55.8
7115,82,19,53:56.1
7115,81,21,53:56.3
7115,81,19,53:56.8
7115,81,19,53:57.0
7115,82,19,53:58.0
7115,81,21,53:58.2
7115,81,19,53:58.9
7115,82,20,54:11.9
7115,81,20,54:13.2
7115,82,20,54:50.7
7115,81,20,54:53.2
7115,82,20,54:55.0
7115,82,21,54:56.1
7115,82,21,54:58.1
7115,82,19,55:06.6
7115,82,19,55:12.8
7115,82,19,55:17.8
7115,82,21,55:23.3
7115,82,20,55:24.3
7115,82,20,55:25.2
7115,81,20,56:01.7
7115,81,19,56:03.0
7115,82,20,56:08.7
7115,81,21,56:15.4
7115,82,21,56:15.8
7115,81,20,56:16.2
7115,81,20,56:16.6
7115,81,20,56:17.1
7115,82,20,56:17.2
7115,81,21,56:18.0
7115,81,20,56:19.0
7115,81,19,56:19.4
7115,82,20,56:19.8
7115,81,21,56:19.8
7115,81,21,56:22.4
7115,81,19,56:24.1
7115,82,19,56:24.3
7115,82,19,56:24.5
7115,81,20,56:25.0
7115,82,20,56:25.5
7115,81,19,56:26.1
7115,81,19,56:26.5
7115,81,20,56:27.7
7115,82,21,56:33.8
7115,82,20,56:34.4
7115,81,21,56:35.1
7115,81,20,56:35.6
7115,82,21,56:35.8
7115,82,21,56:35.8
7115,81,21,56:37.4
7115,81,21,56:38.6
7115,82,19,56:42.4
7115,82,20,56:43.4
7115,81,19,56:43.8
7115,81,20,56:44.8
7115,82,20,56:45.4
7115,81,20,56:46.8
7115,82,20,56:48.3
7115,82,19,56:49.6
7115,81,20,56:49.7
7115,81,19,56:49.9
7115,82,21,57:02.8
7115,81,21,57:03.7
7115,82,21,57:23.9
7115,82,21,57:28.3
7115,82,20,57:40.0
7115,82,20,57:41.6
7115,82,21,57:43.4
7115,82,19,57:49.0
7115,81,19,57:49.3
7115,82,20,57:49.5
7115,82,19,57:49.5
7115,81,21,57:58.2
7115,82,19,58:07.9
7115,81,19,58:08.2
7115,82,19,58:15.0
7115,82,21,58:19.8
7115,82,19,58:31.1
7115,81,19,58:34.1
7115,82,19,58:41.1
7115,81,20,58:44.7
7115,81,21,58:44.9
7115,81,19,58:48.4
7115,82,19,58:49.1
7115,81,19,58:50.6
7115,81,21,58:51.5
7115,82,19,58:51.6
7115,81,20,58:52.1
7115,82,20,58:52.7
7115,81,19,58:53.0
7115,81,20,58:53.2
7115,81,19,58:53.3
7115,81,21,58:54.0
7115,82,21,58:54.1
7115,81,20,58:54.3
7115,81,19,58:54.8
7115,81,21,58:56.0
7115,82,21,58:56.8
7115,81,21,58:58.6
7115,82,19,58:59.5
7115,82,19,58:59.6
7115,81,19,59:01.0
7115,81,19,59:01.1
7115,82,21,59:13.9
7115,81,21,59:14.5
7115,82,20,59:15.8
7115,81,20,59:16.8
7115,82,20,59:39.6
7115,81,20,59:42.5
7115,1,2,01:08.6
7115,6,2,02:15.7
7115,8,2,02:15.7
7115,9,2,02:20.8
7115,1,2,03:47.0
7115,6,2,04:45.7
7115,8,2,04:45.7
7115,9,2,04:50.8
7115,1,2,06:16.2
7115,6,2,07:15.7
7115,8,2,07:15.7
7115,9,2,07:20.8
7115,1,2,08:47.0
7115,6,2,09:45.7
7115,8,2,09:45.7
7115,9,2,09:50.8
7115,1,2,11:17.0
7115,6,2,12:15.7
7115,8,2,12:15.7
7115,9,2,12:20.8
7115,1,2,13:47.0
7115,6,2,14:45.7
7115,8,2,14:45.7
7115,9,2,14:50.8
7115,1,2,16:17.0
7115,6,2,17:15.7
7115,8,2,17:15.7
7115,9,2,17:20.8
7115,1,2,18:46.5
7115,6,2,19:45.7
7115,8,2,19:45.7
7115,9,2,19:50.8
7115,1,2,21:15.1
7115,6,2,22:15.7
7115,8,2,22:15.7
7115,9,2,22:20.8
7115,1,2,23:46.5
7115,6,2,24:45.7
7115,8,2,24:45.7
7115,9,2,24:50.8
7115,1,2,26:17.0
7115,6,2,27:15.7
7115,8,2,27:15.7
7115,9,2,27:20.8
7115,1,2,28:47.0
7115,6,2,29:45.7
7115,8,2,29:45.7
7115,9,2,29:50.8
7115,1,2,31:17.0
7115,6,2,32:15.7
7115,8,2,32:15.7
7115,9,2,32:20.8
7115,1,2,33:47.0
7115,6,2,34:45.7
7115,8,2,34:45.7
7115,9,2,34:50.8
7115,1,2,36:17.0
7115,6,2,37:15.7
7115,8,2,37:15.7
7115,9,2,37:20.8
7115,1,2,38:46.0
7115,6,2,39:45.7
7115,8,2,39:45.7
7115,9,2,39:50.8
7115,1,2,41:17.0
7115,6,2,42:15.7
7115,8,2,42:15.7
7115,9,2,42:20.8
7115,1,2,43:47.0
7115,6,2,44:45.7
7115,8,2,44:45.7
7115,9,2,44:50.8
7115,1,2,46:17.0
7115,6,2,47:15.7
7115,8,2,47:15.7
7115,9,2,47:20.8
7115,1,2,48:47.0
7115,6,2,49:45.7
