4161,45.504089,-122.537694,SE Division,SE 122nd,192.169.41.61,11,4,1,NULL,NULL,7,10,Radar (SDLC),2023-01-01 00:00:00.000
4268,45.504081,-122.534758,SE Division,SE 125th,192.169.42.68,11,4,1,NULL,NULL,15,10,Radar (SDLC),2023-01-01 00:00:00.000
4190,45.504132,-122.540891,SE Division,119th,192.169.41.90,11,4,1,161,NULL,290,1,SE Division and 119th,2021-07-29 00:00:00.000
4190,45.504120,-122.540891,SE Division,SE 119th,192.169.41.90,11,4,1,NULL,NULL,291,4,Radar (SDLC),2023-01-01 00:00:00.000
4281,45.504176,-122.544818,SE Division,SE 115th,192.169.42.81,11,4,1,NULL,NULL,341,1,Radar (SDLC),2023-01-01 00:00:00.000
4282,45.50416,-122.542815,SE Division,SE 117th,192.169.42.82,11,4,1,NULL,NULL,342,1,Radar (SDLC),2023-01-01 00:00:00.000
4160,45.504240,-122.548019,SE Division,SE 112th,192.169.41.60,11,4,1,NULL,NULL,350,1,Radar (SDLC),2023-01-01 00:00:00.000
