SignalId,timestamp,eventCode,eventParam
7707,12/25/2025 11:45,113,4
7707,12/25/2025 11:45,119,4
7707,12/25/2025 11:45,115,4
7707,12/25/2025 11:46,112,6
7707,12/25/2025 11:46,118,6
7707,12/25/2025 11:46,114,6
7707,12/25/2025 11:47,119,6
7707,12/25/2025 11:47,115,6
7707,12/25/2025 12:18,112,3
7707,12/25/2025 12:18,118,3
7707,12/25/2025 12:18,113,3
7707,12/25/2025 12:18,114,3
7707,12/25/2025 12:18,113,3
7707,12/25/2025 12:18,114,3
7707,12/25/2025 12:18,119,3
7707,12/25/2025 12:18,115,3
7707,12/25/2025 12:21,112,6
7707,12/25/2025 12:21,118,6
7707,12/25/2025 12:21,113,6
7707,12/25/2025 12:21,114,6
7707,12/25/2025 12:21,119,6
7707,12/25/2025 12:21,115,6
7707,12/25/2025 12:44,112,4
7707,12/25/2025 12:44,118,4
7707,12/25/2025 12:44,114,4
7707,12/25/2025 12:44,119,4
7707,12/25/2025 12:45,115,4
7707,12/25/2025 12:46,112,6
7707,12/25/2025 12:46,118,6
7707,12/25/2025 12:46,113,6
7707,12/25/2025 12:46,114,6
7707,12/25/2025 12:47,119,6
7707,12/25/2025 12:47,115,6
7707,12/25/2025 15:17,112,3
7707,12/25/2025 15:17,118,3
7707,12/25/2025 15:17,114,3
7707,12/25/2025 15:18,119,3
7707,12/25/2025 15:18,115,3
7707,12/25/2025 15:20,112,6
7707,12/25/2025 15:20,118,6
7707,12/25/2025 15:20,113,6
7707,12/25/2025 15:20,119,6
7707,12/25/2025 15:20,115,6
7707,12/25/2025 15:46,112,4
7707,12/25/2025 15:46,118,4
7707,12/25/2025 15:46,114,4
7707,12/25/2025 15:46,119,4
7707,12/25/2025 15:46,115,4
7707,12/25/2025 15:48,112,6
7707,12/25/2025 15:48,118,6
7707,12/25/2025 15:48,113,6
7707,12/25/2025 15:49,114,6
7707,12/25/2025 15:49,119,6
7707,12/25/2025 15:49,115,6
7707,12/25/2025 16:16,112,3
7707,12/25/2025 16:16,118,3
7707,12/25/2025 16:16,113,3
7707,12/25/2025 16:17,119,3
7707,12/25/2025 16:17,115,3
7707,12/25/2025 16:19,112,6
7707,12/25/2025 16:19,118,6
7707,12/25/2025 16:19,113,6
7707,12/25/2025 16:20,119,6
7707,12/25/2025 16:20,115,6
7707,12/25/2025 16:45,112,4
7707,12/25/2025 16:45,118,4
7707,12/25/2025 16:45,113,4
7707,12/25/2025 16:45,114,4
7707,12/25/2025 16:46,119,4
7707,12/25/2025 16:47,115,4
7707,12/25/2025 16:49,112,6
7707,12/25/2025 16:49,118,6
7707,12/25/2025 16:49,114,6
7707,12/25/2025 16:49,113,6
7707,12/25/2025 16:49,119,6
7707,12/25/2025 16:49,115,6
7707,12/25/2025 17:17,112,3
7707,12/25/2025 17:17,118,3
7707,12/25/2025 17:17,113,3
7707,12/25/2025 17:17,114,3
7707,12/25/2025 17:17,113,3
7707,12/25/2025 17:17,114,3
7707,12/25/2025 17:17,119,3
7707,12/25/2025 17:17,115,3
7707,12/25/2025 17:19,112,6
7707,12/25/2025 17:19,118,6
7707,12/25/2025 17:19,113,6
7707,12/25/2025 17:20,119,6
7707,12/25/2025 17:20,115,6
7707,12/25/2025 17:44,112,4
7707,12/25/2025 17:44,118,4
7707,12/25/2025 17:44,114,4
7707,12/25/2025 17:44,119,4
7707,12/25/2025 17:44,115,4
7707,12/25/2025 17:47,112,6
7707,12/25/2025 17:47,118,6
7707,12/25/2025 17:47,114,6
7707,12/25/2025 17:47,119,6
7707,12/25/2025 17:47,115,6
7707,12/25/2025 19:16,112,3
7707,12/25/2025 19:16,118,3
7707,12/25/2025 19:16,113,3
7707,12/25/2025 19:17,119,3
7707,12/25/2025 19:17,115,3
7707,12/25/2025 19:19,112,6
7707,12/25/2025 19:19,118,6
7707,12/25/2025 19:19,113,6
7707,12/25/2025 19:20,119,6
7707,12/25/2025 19:20,115,6
7707,12/25/2025 19:44,112,4
7707,12/25/2025 19:44,118,4
7707,12/25/2025 19:44,113,4
7707,12/25/2025 19:44,114,4
7707,12/25/2025 19:44,113,4
7707,12/25/2025 19:45,119,4
7707,12/25/2025 19:45,115,4
7707,12/25/2025 19:45,112,5
7707,12/25/2025 19:45,118,5
7707,12/25/2025 19:45,113,5
7707,12/25/2025 19:45,119,5
7707,12/25/2025 19:45,115,5
7707,12/25/2025 19:47,112,6
7707,12/25/2025 19:47,118,6
7707,12/25/2025 19:47,113,6
7707,12/25/2025 19:47,114,6
7707,12/25/2025 19:48,119,6
7707,12/25/2025 19:48,115,6
7707,12/25/2025 20:11,112,3
7707,12/25/2025 20:11,118,3
7707,12/25/2025 20:11,113,3
7707,12/25/2025 20:12,114,3
7707,12/25/2025 20:12,113,3
7707,12/25/2025 20:12,119,3
7707,12/25/2025 20:12,115,3
7707,12/25/2025 20:14,112,6
7707,12/25/2025 20:14,118,6
7707,12/25/2025 20:14,113,6
7707,12/25/2025 20:15,119,6
7707,12/25/2025 20:15,115,6
7707,12/25/2025 20:36,112,4
7707,12/25/2025 20:36,118,4
7707,12/25/2025 20:36,113,4
7707,12/25/2025 20:36,114,4
7707,12/25/2025 20:36,113,4
7707,12/25/2025 20:36,119,4
7707,12/25/2025 20:36,115,4
7707,12/25/2025 20:36,112,5
7707,12/25/2025 20:36,118,5
7707,12/25/2025 20:36,113,5
7707,12/25/2025 20:36,119,5
7707,12/25/2025 20:36,115,5
7707,12/25/2025 20:39,112,6
7707,12/25/2025 20:39,118,6
7707,12/25/2025 20:39,113,6
7707,12/25/2025 20:40,114,6
7707,12/25/2025 20:40,119,6
7707,12/25/2025 20:40,115,6
7707,12/25/2025 21:12,119,3
7707,12/25/2025 21:12,115,3
7707,12/25/2025 21:15,112,6
7707,12/25/2025 21:15,118,6
7707,12/25/2025 21:15,113,6
7707,12/25/2025 21:15,114,6
7707,12/25/2025 21:15,119,6
7707,12/25/2025 21:15,115,6
7707,12/25/2025 21:43,112,4
7707,12/25/2025 21:43,118,4
7707,12/25/2025 21:43,114,4
7707,12/25/2025 21:43,119,4
7707,12/25/2025 21:43,115,4
7707,12/25/2025 21:46,112,6
7707,12/25/2025 21:46,118,6
7707,12/25/2025 21:46,113,6
7707,12/25/2025 21:46,114,6
7707,12/25/2025 21:46,119,6
7707,12/25/2025 21:46,115,6
7707,12/25/2025 22:11,112,3
7707,12/25/2025 22:11,118,3
7707,12/25/2025 22:11,114,3
7707,12/25/2025 22:12,119,3
7707,12/25/2025 22:12,115,3
7707,12/25/2025 22:14,112,6
7707,12/25/2025 22:14,118,6
7707,12/25/2025 22:14,113,6
7707,12/25/2025 22:14,114,6
7707,12/25/2025 22:14,119,6
7707,12/25/2025 22:14,115,6
7707,12/25/2025 22:42,112,4
7707,12/25/2025 22:42,118,4
7707,12/25/2025 22:42,114,4
7707,12/25/2025 22:43,119,4
7707,12/25/2025 22:43,115,4
7707,12/25/2025 22:43,112,5
7707,12/25/2025 22:43,118,5
7707,12/25/2025 22:43,113,5
7707,12/25/2025 22:43,119,5
7707,12/25/2025 22:43,115,5
7707,12/25/2025 22:46,112,6
7707,12/25/2025 22:46,118,6
7707,12/25/2025 22:46,113,6
7707,12/25/2025 22:46,114,6
7707,12/25/2025 22:46,119,6
7707,12/25/2025 22:46,115,6
7707,12/25/2025 23:11,112,3
7707,12/25/2025 23:11,118,3
7707,12/25/2025 23:11,113,3
7707,12/25/2025 23:11,114,3
7707,12/25/2025 23:12,119,3
7707,12/25/2025 23:12,115,3
7707,12/25/2025 23:14,112,6
7707,12/25/2025 23:14,118,6
7707,12/25/2025 23:14,113,6
7707,12/25/2025 23:14,114,6
7707,12/25/2025 23:15,119,6
7707,12/25/2025 23:15,115,6
7707,12/25/2025 23:42,112,4
7707,12/25/2025 23:42,118,4
7707,12/25/2025 23:42,113,4
7707,12/25/2025 23:42,114,4
7707,12/25/2025 23:43,119,4
7707,12/25/2025 23:43,115,4
7707,12/25/2025 23:43,112,5
7707,12/25/2025 23:43,118,5
7707,12/25/2025 23:43,113,5
7707,12/25/2025 23:43,119,5
7707,12/25/2025 23:43,115,5
7707,12/25/2025 23:45,112,6
7707,12/25/2025 23:45,118,6
7707,12/25/2025 23:45,113,6
7707,12/25/2025 23:46,114,6
7707,12/25/2025 23:46,119,6
7707,12/25/2025 23:46,115,6
