Location Id,Timestamp,Event Code,Event Parameter
7115,4/17/2023 8:12:43.4,82,2
7115,4/17/2023 8:12:44.3,82,2
7115,4/17/2023 8:12:45.6,82,2
7115,4/17/2023 8:12:47.8,82,2
7115,4/17/2023 8:12:49.0,82,2
7115,4/17/2023 8:12:50.3,82,2
7115,4/17/2023 8:12:52.6,82,2
7115,4/17/2023 8:12:55.0,82,2
7115,4/17/2023 8:12:55.2,82,2
7115,4/17/2023 8:12:55.5,82,2
7115,4/17/2023 8:12:55.9,82,2
7115,4/17/2023 8:12:57.8,82,2
7115,4/17/2023 8:12:58.1,82,2
7115,4/17/2023 8:12:59.0,82,2
7115,4/17/2023 8:13:0.2,82,2
7115,4/17/2023 8:13:0.4,82,2
7115,4/17/2023 8:13:3.4,82,2
7115,4/17/2023 8:13:3.7,82,2
7115,4/17/2023 8:13:12.9,82,2
7115,4/17/2023 8:13:13.5,82,2
7115,4/17/2023 8:13:17.5,82,2
7115,4/17/2023 8:13:17.7,82,2
7115,4/17/2023 8:13:19.5,82,2
7115,4/17/2023 8:13:23.8,82,2
7115,4/17/2023 8:13:24.1,82,2
7115,4/17/2023 8:13:27.9,82,2
7115,4/17/2023 8:13:28.4,82,2
7115,4/17/2023 8:13:28.8,82,2
7115,4/17/2023 8:13:29.5,82,2
7115,4/17/2023 8:13:29.8,82,2
7115,4/17/2023 8:13:31.8,82,2
7115,4/17/2023 8:13:33.2,82,2
7115,4/17/2023 8:13:34.2,82,2
7115,4/17/2023 8:13:36.3,82,2
7115,4/17/2023 8:13:37.7,82,2
7115,4/17/2023 8:13:38.0,82,2
7115,4/17/2023 8:13:40.1,82,2
7115,4/17/2023 8:13:41.3,82,2
7115,4/17/2023 8:13:44.2,82,2
7115,4/17/2023 8:13:45.8,82,2
7115,4/17/2023 8:13:46.2,82,2
7115,4/17/2023 8:13:48.3,82,2
7115,4/17/2023 8:13:48.8,82,2
7115,4/17/2023 8:13:49.1,82,2
7115,4/17/2023 8:13:51.3,82,2
7115,4/17/2023 8:13:52.2,82,2
7115,4/17/2023 8:13:53.3,82,2
7115,4/17/2023 8:13:53.6,82,2
7115,4/17/2023 8:13:53.9,82,2
7115,4/17/2023 8:13:55.3,82,2
7115,4/17/2023 8:13:57.1,82,2
7115,4/17/2023 8:13:57.4,82,2
7115,4/17/2023 8:13:58.1,82,2
7115,4/17/2023 8:13:59.6,82,2
7115,4/17/2023 8:14:0.1,82,2
7115,4/17/2023 8:14:1.3,82,2
7115,4/17/2023 8:14:2.4,82,2
7115,4/17/2023 8:14:3.2,82,2
7115,4/17/2023 8:14:4.1,82,2
7115,4/17/2023 8:14:4.4,82,2
7115,4/17/2023 8:14:5.8,82,2
7115,4/17/2023 8:14:7.6,82,2
7115,4/17/2023 8:14:8.4,82,2
7115,4/17/2023 8:14:10.5,82,2
7115,4/17/2023 8:14:11.4,82,2
7115,4/17/2023 8:14:12.6,82,2
7115,4/17/2023 8:14:12.8,82,2
7115,4/17/2023 8:14:14.9,82,2
7115,4/17/2023 8:14:15.2,82,2
7115,4/17/2023 8:14:17.3,82,2
7115,4/17/2023 8:14:19.1,82,2
7115,4/17/2023 8:14:21.3,82,2
7115,4/17/2023 8:14:22.5,82,2
7115,4/17/2023 8:14:22.9,82,2
7115,4/17/2023 8:14:23.5,82,2
7115,4/17/2023 8:14:25.2,82,2
7115,4/17/2023 8:14:25.4,82,2
7115,4/17/2023 8:14:26.2,82,2
7115,4/17/2023 8:14:26.9,82,2
7115,4/17/2023 8:14:31.4,82,2
7115,4/17/2023 8:14:32.3,82,2
7115,4/17/2023 8:14:34.0,82,2
7115,4/17/2023 8:14:37.4,82,2
7115,4/17/2023 8:14:37.7,82,2
7115,4/17/2023 8:14:37.9,82,2
7115,4/17/2023 8:14:39.8,82,2
7115,4/17/2023 8:14:40.0,82,2
7115,4/17/2023 8:14:42.9,82,2
7115,4/17/2023 8:14:54.8,82,2
7115,4/17/2023 8:14:55.1,82,2
7115,4/17/2023 8:14:56.1,82,2
7115,4/17/2023 8:14:56.4,82,2
7115,4/17/2023 8:14:56.7,82,2
7115,4/17/2023 8:14:57.0,82,2
7115,4/17/2023 8:14:57.7,82,2
7115,4/17/2023 8:14:58.3,82,2
7115,4/17/2023 8:15:0.7,82,2
7115,4/17/2023 8:15:1.3,82,2
7115,4/17/2023 8:15:5.6,82,2
7115,4/17/2023 8:15:5.9,82,2
7115,4/17/2023 8:15:7.6,82,2
7115,4/17/2023 8:15:7.8,82,2
7115,4/17/2023 8:15:8.1,82,2
7115,4/17/2023 8:15:9.8,82,2
7115,4/17/2023 8:15:10.2,82,2
7115,4/17/2023 8:15:10.7,82,2
7115,4/17/2023 8:15:12.1,82,2
7115,4/17/2023 8:15:13.2,82,2
7115,4/17/2023 8:15:13.9,82,2
7115,4/17/2023 8:15:14.5,82,2
7115,4/17/2023 8:15:17.4,82,2
7115,4/17/2023 8:15:17.8,82,2
7115,4/17/2023 8:15:19.7,82,2
7115,4/17/2023 8:15:21.0,82,2
7115,4/17/2023 8:15:21.5,82,2
7115,4/17/2023 8:15:22.1,82,2
7115,4/17/2023 8:15:22.9,82,2
7115,4/17/2023 8:15:23.2,82,2
7115,4/17/2023 8:15:23.5,82,2
7115,4/17/2023 8:15:25.1,82,2
7115,4/17/2023 8:15:26.3,82,2
7115,4/17/2023 8:15:26.7,82,2
7115,4/17/2023 8:15:26.9,82,2
7115,4/17/2023 8:15:27.8,82,2
7115,4/17/2023 8:15:28.9,82,2
7115,4/17/2023 8:15:29.7,82,2
7115,4/17/2023 8:15:31.7,82,2
7115,4/17/2023 8:15:32.4,82,2
7115,4/17/2023 8:15:32.7,82,2
7115,4/17/2023 8:15:34.1,82,2
7115,4/17/2023 8:15:34.3,82,2
7115,4/17/2023 8:15:36.2,82,2
7115,4/17/2023 8:15:37.7,82,2
7115,4/17/2023 8:15:38.6,82,2
7115,4/17/2023 8:15:39.9,82,2
7115,4/17/2023 8:15:41.9,82,2
7115,4/17/2023 8:15:42.3,82,2
7115,4/17/2023 8:15:42.8,82,2
7115,4/17/2023 8:15:45.1,82,2
7115,4/17/2023 8:15:47.7,82,2
7115,4/17/2023 8:15:50.3,82,2
7115,4/17/2023 8:15:51.5,82,2
7115,4/17/2023 8:15:52.5,82,2
7115,4/17/2023 8:15:53.1,82,2
7115,4/17/2023 8:15:53.8,82,2
7115,4/17/2023 8:15:54.2,82,2
7115,4/17/2023 8:15:55.3,82,2
7115,4/17/2023 8:15:55.7,82,2
7115,4/17/2023 8:15:56.1,82,2
7115,4/17/2023 8:15:58.5,82,2
7115,4/17/2023 8:15:59.2,82,2
