7706,2021-09-17 08:40:23.6000000,112,4
7706,2021-09-17 08:40:23.7000000,114,4
7706,2021-09-17 08:40:46.8000000,115,4
7706,2021-09-17 10:38:46.7000000,112,4
7706,2021-09-17 10:38:46.8000000,114,4
7706,2021-09-17 10:39:10.5000000,115,4
7706,2021-09-17 10:59:33.8000000,112,3
7706,2021-09-17 10:59:33.9000000,113,3
7706,2021-09-17 11:00:01.2000000,114,3
7706,2021-09-17 11:00:21.2000000,115,3
7706,2021-09-17 11:25:18.5000000,112,4
7706,2021-09-17 11:25:18.6000000,114,4
7706,2021-09-17 11:25:46.5000000,115,4
7706,2021-09-17 12:18:32.9000000,112,3
7706,2021-09-17 12:18:33.0000000,114,3
7706,2021-09-17 12:18:59.3000000,115,3
7706,2021-09-17 12:42:19.2000000,112,4
7706,2021-09-17 12:42:19.3000000,114,4
7706,2021-09-17 12:42:40.3000000,115,4
7706,2021-09-17 12:55:38.5000000,112,4
7706,2021-09-17 12:55:38.6000000,114,4
7706,2021-09-17 12:56:01.7000000,115,4
7706,2021-09-17 13:18:49.8000000,112,3
7706,2021-09-17 13:18:49.9000000,114,3
7706,2021-09-17 13:19:14.8000000,115,3
7706,2021-09-17 13:52:20.8000000,112,4
7706,2021-09-17 13:52:20.9000000,114,4
7706,2021-09-17 13:52:43.0000000,115,4
7706,2021-09-17 14:17:35.3000000,112,3
7706,2021-09-17 14:17:35.4000000,114,3
7706,2021-09-17 14:17:59.7000000,115,3
7706,2021-09-17 14:41:18.2000000,112,4
7706,2021-09-17 14:41:18.3000000,114,4
7706,2021-09-17 14:41:39.8000000,115,4
7706,2021-09-17 14:53:53.1000000,112,4
7706,2021-09-17 14:53:53.2000000,114,4
7706,2021-09-17 14:54:12.3000000,115,4
7706,2021-09-17 15:19:34.2000000,112,3
7706,2021-09-17 15:19:34.3000000,114,3
7706,2021-09-17 15:19:58.5000000,115,3
7706,2021-09-17 15:57:34.0000000,112,4
7706,2021-09-17 15:57:34.1000000,114,4
7706,2021-09-17 15:57:55.4000000,115,4
7706,2021-09-17 16:20:15.5000000,112,3
7706,2021-09-17 16:20:15.6000000,113,3
7706,2021-09-17 16:20:37.1000000,114,3
7706,2021-09-17 16:21:15.3000000,115,3
7706,2021-09-17 16:53:34.1000000,112,4
7706,2021-09-17 16:53:34.2000000,114,4
7706,2021-09-17 16:53:55.2000000,115,4
7706,2021-09-17 17:18:12.2000000,112,3
7706,2021-09-17 17:18:12.3000000,113,3
7706,2021-09-17 17:18:37.1000000,114,3
7706,2021-09-17 17:19:00.7000000,115,3
7706,2021-09-17 17:55:23.4000000,112,4
7706,2021-09-17 17:55:23.5000000,114,4
7706,2021-09-17 17:55:44.8000000,115,4
7706,2021-09-17 18:17:52.0000000,112,3
7706,2021-09-17 18:17:52.1000000,114,3
7706,2021-09-17 18:18:15.7000000,115,3
7706,2021-09-17 18:27:35.6000000,112,4
7706,2021-09-17 18:27:35.7000000,114,4
7706,2021-09-17 18:27:37.2000000,113,4
7706,2021-09-17 18:27:37.3000000,114,4
7706,2021-09-17 18:27:52.2000000,113,4
7706,2021-09-17 18:27:57.1000000,115,4
7706,2021-09-17 18:53:21.1000000,112,4
7706,2021-09-17 18:53:21.2000000,114,4
7706,2021-09-17 18:53:45.4000000,115,4
7706,2021-09-17 19:18:54.1000000,112,3
7706,2021-09-17 19:18:54.2000000,114,3
7706,2021-09-17 19:19:18.6000000,115,3
7706,2021-09-17 19:52:23.3000000,112,4
7706,2021-09-17 19:52:23.4000000,114,4
7706,2021-09-17 19:52:44.1000000,115,4
7706,2021-09-17 20:16:09.7000000,112,3
7706,2021-09-17 20:16:09.8000000,114,3
7706,2021-09-17 20:16:34.5000000,113,3
7706,2021-09-17 20:16:35.1000000,115,3
7706,2021-09-17 20:52:23.0000000,112,4
7706,2021-09-17 20:52:23.1000000,114,4
7706,2021-09-17 20:52:43.2000000,115,4
7706,2021-09-17 21:18:51.3000000,112,3
7706,2021-09-17 21:18:51.4000000,114,3
7706,2021-09-17 21:19:14.5000000,115,3
7706,2021-09-17 21:52:54.3000000,112,4
7706,2021-09-17 21:52:54.4000000,114,4
7706,2021-09-17 21:53:16.5000000,115,4
7706,2021-09-17 22:17:25.2000000,112,3
7706,2021-09-17 22:17:25.3000000,114,3
7706,2021-09-17 22:17:50.8000000,115,3
7706,2021-09-17 22:52:57.8000000,112,4
7706,2021-09-17 22:52:57.9000000,114,4
7706,2021-09-17 22:53:17.8000000,115,4
7706,2021-09-17 23:17:22.2000000,112,3
7706,2021-09-17 23:17:22.3000000,114,3
7706,2021-09-17 23:17:47.2000000,115,3
7706,2022-06-05 11:55:16.7000000,112,4
7706,2022-06-05 11:55:16.8000000,114,4
7706,2022-06-05 11:55:39.7000000,115,4
