DetectorId,Mph,Kph,TimeStamp
500008,36,58,6/14/2023 7:00:03.6
500008,45,72,6/14/2023 7:00:20.1
500006,41,66,6/14/2023 7:00:22.9
500006,42,68,6/14/2023 7:00:39.1
500008,46,74,6/14/2023 7:00:53.1
500008,50,80,6/14/2023 7:01:03.2
500008,55,89,6/14/2023 7:01:03.6
500008,45,72,6/14/2023 7:01:06.9
500006,42,68,6/14/2023 7:01:10.3
500006,50,80,6/14/2023 7:01:13.3
500008,49,79,6/14/2023 7:01:17.8
500008,36,58,6/14/2023 7:01:27.1
500006,27,43,6/14/2023 7:01:30.1
500006,43,69,6/14/2023 7:01:30.5
500006,22,35,6/14/2023 7:01:37.1
500008,26,42,6/14/2023 7:01:53.8
500006,34,55,6/14/2023 7:01:59.4
500006,33,53,6/14/2023 7:02:00.2
500006,33,53,6/14/2023 7:02:03.8
500006,25,40,6/14/2023 7:02:09.8
500006,41,66,6/14/2023 7:02:20.2
500008,41,66,6/14/2023 7:02:28.0
500008,42,68,6/14/2023 7:02:30.7
500008,40,64,6/14/2023 7:02:33.0
500008,44,71,6/14/2023 7:02:37.7
500008,42,68,6/14/2023 7:02:39.5
500008,50,80,6/14/2023 7:02:44.8
500008,17,27,6/14/2023 7:02:48.6
500008,45,72,6/14/2023 7:02:56.7
500008,35,56,6/14/2023 7:03:02.5
500006,31,50,6/14/2023 7:03:21.4
500006,36,58,6/14/2023 7:03:23.6
500006,36,58,6/14/2023 7:03:30.2
500008,48,77,6/14/2023 7:03:31.5
500006,37,60,6/14/2023 7:03:32.3
500008,39,63,6/14/2023 7:03:33.5
500006,36,58,6/14/2023 7:03:41.7
500008,45,72,6/14/2023 7:03:50.4
500006,55,89,6/14/2023 7:03:54.3
500006,46,74,6/14/2023 7:03:59.0
500006,55,89,6/14/2023 7:04:02.7
500006,47,76,6/14/2023 7:04:05.0
500006,45,72,6/14/2023 7:04:10.1
500006,44,71,6/14/2023 7:04:11.8
500008,38,61,6/14/2023 7:04:12.0
500008,45,72,6/14/2023 7:04:29.8
500008,41,66,6/14/2023 7:04:30.9
500006,37,60,6/14/2023 7:04:33.7
500006,49,79,6/14/2023 7:04:36.9
500006,48,77,6/14/2023 7:04:57.3
500006,36,58,6/14/2023 7:04:58.2
500006,48,77,6/14/2023 7:05:06.4
500006,38,61,6/14/2023 7:05:08.8
500008,52,84,6/14/2023 7:05:20.7
500008,35,56,6/14/2023 7:05:21.0
500006,40,64,6/14/2023 7:05:25.3
500008,32,51,6/14/2023 7:05:27.2
500006,36,58,6/14/2023 7:05:30.8
500008,25,40,6/14/2023 7:05:32.1
500008,24,39,6/14/2023 7:05:34.1
500006,31,50,6/14/2023 7:05:34.4
500006,37,60,6/14/2023 7:05:46.8
500006,45,72,6/14/2023 7:05:55.2
500006,50,80,6/14/2023 7:06:07.5
500008,44,71,6/14/2023 7:06:30.3
500008,47,76,6/14/2023 7:06:31.7
500008,43,69,6/14/2023 7:06:41.6
500008,43,69,6/14/2023 7:06:45.3
500008,55,89,6/14/2023 7:06:47.2
500008,46,74,6/14/2023 7:06:48.8
500008,48,77,6/14/2023 7:06:55.3
500008,40,64,6/14/2023 7:06:59.6
500008,41,66,6/14/2023 7:07:04.7
500008,24,39,6/14/2023 7:07:17.6
500006,38,61,6/14/2023 7:07:21.3
500008,25,40,6/14/2023 7:07:21.9
500006,36,58,6/14/2023 7:07:22.5
500008,23,37,6/14/2023 7:07:28.2
500006,34,55,6/14/2023 7:07:28.3
500006,36,58,6/14/2023 7:07:32.1
500008,38,61,6/14/2023 7:07:32.3
500006,38,61,6/14/2023 7:07:41.5
500008,20,32,6/14/2023 7:07:43.9
500006,48,77,6/14/2023 7:07:45.0
500006,47,76,6/14/2023 7:07:47.0
500006,45,72,6/14/2023 7:07:48.5
500006,42,68,6/14/2023 7:07:50.1
500006,48,77,6/14/2023 7:07:54.3
500008,41,66,6/14/2023 7:08:42.2
500008,48,77,6/14/2023 7:09:01.2
500006,55,89,6/14/2023 7:09:06.8
500008,37,60,6/14/2023 7:09:12.7
500006,42,68,6/14/2023 7:09:22.4
500006,33,53,6/14/2023 7:09:35.2
500006,31,50,6/14/2023 7:09:38.1
500006,44,71,6/14/2023 7:10:15.7
500008,46,74,6/14/2023 7:10:21.8
500006,42,68,6/14/2023 7:10:23.5
500006,39,63,6/14/2023 7:10:26.9
500008,40,64,6/14/2023 7:10:33.0
500006,45,72,6/14/2023 7:10:35.5
500008,47,76,6/14/2023 7:10:39.2
500008,53,85,6/14/2023 7:10:42.1
500008,45,72,6/14/2023 7:10:51.4
500008,43,69,6/14/2023 7:11:03.9
500008,48,77,6/14/2023 7:11:04.6
500008,46,74,6/14/2023 7:11:06.1
500006,51,82,6/14/2023 7:11:08.1
500006,44,71,6/14/2023 7:11:11.8
500008,44,71,6/14/2023 7:11:11.9
500006,43,69,6/14/2023 7:11:12.6
500006,42,68,6/14/2023 7:11:14.5
500008,45,72,6/14/2023 7:11:15.1
500008,34,55,6/14/2023 7:11:19.8
500008,37,60,6/14/2023 7:11:22.7
500006,41,66,6/14/2023 7:11:26.6
500008,29,47,6/14/2023 7:11:31.7
500006,26,42,6/14/2023 7:11:35.3
500006,38,61,6/14/2023 7:11:41.6
500008,27,43,6/14/2023 7:11:41.6
500006,44,71,6/14/2023 7:12:06.0
500008,45,72,6/14/2023 7:12:07.9
500006,47,76,6/14/2023 7:12:08.9
500008,44,71,6/14/2023 7:12:09.1
500006,39,63,6/14/2023 7:12:19.3
500008,42,68,6/14/2023 7:12:34.5
500008,55,89,6/14/2023 7:12:36.8
500008,46,74,6/14/2023 7:12:37.4
500008,44,71,6/14/2023 7:12:39.3
500008,46,74,6/14/2023 7:12:41.6
500008,45,72,6/14/2023 7:13:09.2
500008,42,68,6/14/2023 7:13:10.6
500008,44,71,6/14/2023 7:13:15.6
500008,41,66,6/14/2023 7:13:18.8
500008,37,60,6/14/2023 7:13:21.5
500006,31,50,6/14/2023 7:13:22.6
500008,21,34,6/14/2023 7:13:34.5
500006,52,84,6/14/2023 7:13:41.6
500006,51,82,6/14/2023 7:13:43.0
500006,25,40,6/14/2023 7:13:58.7
500006,42,68,6/14/2023 7:14:05.0
500006,50,80,6/14/2023 7:14:16.6
500008,46,74,6/14/2023 7:14:20.9
500008,42,68,6/14/2023 7:14:23.9
500008,38,61,6/14/2023 7:14:26.6
500008,41,66,6/14/2023 7:14:29.4
500008,37,60,6/14/2023 7:14:31.2
500008,49,79,6/14/2023 7:14:35.1
500008,45,72,6/14/2023 7:14:42.0
500008,48,77,6/14/2023 7:14:47.0
500008,44,71,6/14/2023 7:14:50.1
500008,42,68,6/14/2023 7:15:10.8
500008,35,56,6/14/2023 7:15:14.0
500008,40,64,6/14/2023 7:15:18.6
500006,44,71,6/14/2023 7:15:21.2
500008,38,61,6/14/2023 7:15:27.9
500006,37,60,6/14/2023 7:15:29.5
500006,32,51,6/14/2023 7:15:30.7
500006,38,61,6/14/2023 7:15:34.7
500008,29,47,6/14/2023 7:15:36.1
500008,48,77,6/14/2023 7:15:36.5
500008,27,43,6/14/2023 7:15:45.3
500006,46,74,6/14/2023 7:15:59.6
500006,48,77,6/14/2023 7:16:01.5
500006,48,77,6/14/2023 7:16:02.9
500006,45,72,6/14/2023 7:16:05.0
500006,40,64,6/14/2023 7:16:07.6
500006,50,80,6/14/2023 7:16:16.2
500006,41,66,6/14/2023 7:16:17.1
500006,49,79,6/14/2023 7:16:23.3
500006,48,77,6/14/2023 7:16:27.3
500008,46,74,6/14/2023 7:16:29.0
500008,47,76,6/14/2023 7:16:37.3
500008,49,79,6/14/2023 7:16:45.7
500008,43,69,6/14/2023 7:16:48.0
500008,47,76,6/14/2023 7:17:00.8
500008,37,60,6/14/2023 7:17:14.6
500006,29,47,6/14/2023 7:17:26.5
500006,36,58,6/14/2023 7:17:33.3
500006,31,50,6/14/2023 7:17:36.9
500006,35,56,6/14/2023 7:17:38.1
500006,41,66,6/14/2023 7:17:41.0
500006,40,64,6/14/2023 7:17:43.1
500006,41,66,6/14/2023 7:17:44.1
500008,5,8,6/14/2023 7:17:44.2
500006,40,64,6/14/2023 7:17:48.6
500006,53,85,6/14/2023 7:17:54.6
500006,44,71,6/14/2023 7:18:18.4
500008,51,82,6/14/2023 7:18:28.6
500008,46,74,6/14/2023 7:18:29.2
500008,48,77,6/14/2023 7:18:30.6
500006,45,72,6/14/2023 7:18:33.1
500008,40,64,6/14/2023 7:18:37.6
500008,51,82,6/14/2023 7:18:39.1
500008,49,79,6/14/2023 7:19:01.6
500008,33,53,6/14/2023 7:19:15.6
500008,37,60,6/14/2023 7:19:23.7
500006,29,47,6/14/2023 7:19:26.9
500008,30,48,6/14/2023 7:19:28.7
500006,33,53,6/14/2023 7:19:32.9
500006,24,39,6/14/2023 7:19:35.8
500008,27,43,6/14/2023 7:19:43.9
500006,42,68,6/14/2023 7:19:46.7
500006,39,63,6/14/2023 7:19:48.8
500006,40,64,6/14/2023 7:19:49.6
500008,41,66,6/14/2023 7:20:04.5
500006,39,63,6/14/2023 7:20:10.8
500006,40,64,6/14/2023 7:20:30.1
500008,46,74,6/14/2023 7:20:36.2
500008,41,66,6/14/2023 7:20:40.3
500008,45,72,6/14/2023 7:20:41.0
500006,36,58,6/14/2023 7:20:50.6
500008,45,72,6/14/2023 7:20:52.1
500008,51,82,6/14/2023 7:20:55.6
500008,55,89,6/14/2023 7:20:57.4
500006,37,60,6/14/2023 7:21:06.5
500008,39,63,6/14/2023 7:21:12.4
500008,49,79,6/14/2023 7:21:14.0
500006,41,66,6/14/2023 7:21:18.8
500006,41,66,6/14/2023 7:21:21.8
500006,38,61,6/14/2023 7:21:23.7
500008,33,53,6/14/2023 7:21:26.3
500006,35,56,6/14/2023 7:21:27.1
500008,42,68,6/14/2023 7:21:30.7
500008,36,58,6/14/2023 7:21:32.7
500006,23,37,6/14/2023 7:21:34.9
500008,31,50,6/14/2023 7:21:39.0
500006,55,89,6/14/2023 7:22:07.8
500006,47,76,6/14/2023 7:22:10.8
500008,42,68,6/14/2023 7:22:15.6
500006,50,80,6/14/2023 7:22:28.3
500006,42,68,6/14/2023 7:22:30.2
500006,50,80,6/14/2023 7:22:33.7
500006,48,77,6/14/2023 7:22:35.0
500008,55,89,6/14/2023 7:22:36.4
500008,55,89,6/14/2023 7:22:38.3
500008,42,68,6/14/2023 7:22:39.8
500008,41,66,6/14/2023 7:22:44.0
500008,48,77,6/14/2023 7:22:55.8
500008,45,72,6/14/2023 7:22:58.7
500008,42,68,6/14/2023 7:23:00.2
500006,46,74,6/14/2023 7:23:02.4
500008,52,84,6/14/2023 7:23:03.9
500008,48,77,6/14/2023 7:23:08.1
500008,43,69,6/14/2023 7:23:22.7
500006,27,43,6/14/2023 7:23:25.7
500008,30,48,6/14/2023 7:23:26.1
500006,45,72,6/14/2023 7:24:13.7
500008,52,84,6/14/2023 7:24:14.6
500008,44,71,6/14/2023 7:24:15.1
500006,48,77,6/14/2023 7:24:18.1
500008,48,77,6/14/2023 7:24:18.9
500006,43,69,6/14/2023 7:24:19.0
500006,45,72,6/14/2023 7:24:23.4
500006,41,66,6/14/2023 7:24:32.1
500006,48,77,6/14/2023 7:24:34.4
500006,43,69,6/14/2023 7:24:37.5
500006,41,66,6/14/2023 7:24:41.7
500008,50,80,6/14/2023 7:24:46.0
500008,41,66,6/14/2023 7:24:47.6
500006,42,68,6/14/2023 7:24:48.2
500008,48,77,6/14/2023 7:24:49.4
500008,48,77,6/14/2023 7:24:52.4
500008,49,79,6/14/2023 7:24:56.2
500008,40,64,6/14/2023 7:25:07.0
500008,52,84,6/14/2023 7:25:07.9
500008,43,69,6/14/2023 7:25:08.6
500008,45,72,6/14/2023 7:25:10.7
500006,33,53,6/14/2023 7:25:18.0
500008,42,68,6/14/2023 7:25:21.1
500008,35,56,6/14/2023 7:25:24.2
500008,33,53,6/14/2023 7:25:36.3
500008,21,34,6/14/2023 7:25:42.4
500006,48,77,6/14/2023 7:25:57.5
500006,52,84,6/14/2023 7:26:00.1
500006,55,89,6/14/2023 7:26:04.5
500006,42,68,6/14/2023 7:26:05.1
500006,49,79,6/14/2023 7:26:05.3
500008,45,72,6/14/2023 7:26:29.3
500006,47,76,6/14/2023 7:26:29.9
500008,44,71,6/14/2023 7:26:49.9
500006,55,89,6/14/2023 7:26:51.9
500008,55,89,6/14/2023 7:26:52.7
500006,55,89,6/14/2023 7:26:56.3
500006,44,71,6/14/2023 7:27:13.1
500006,55,89,6/14/2023 7:27:14.5
500008,39,63,6/14/2023 7:27:15.3
500006,40,64,6/14/2023 7:27:21.0
500008,29,47,6/14/2023 7:27:23.1
500006,50,80,6/14/2023 7:27:25.2
500006,42,68,6/14/2023 7:27:27.8
500006,18,29,6/14/2023 7:27:32.6
500006,23,37,6/14/2023 7:27:36.7
500008,40,64,6/14/2023 7:27:39.8
500006,31,50,6/14/2023 7:27:42.3
500006,32,51,6/14/2023 7:27:45.5
500006,48,77,6/14/2023 7:27:48.1
500006,47,76,6/14/2023 7:27:53.5
500008,44,71,6/14/2023 7:27:54.1
500006,51,82,6/14/2023 7:27:55.6
500006,41,66,6/14/2023 7:28:02.8
500008,42,68,6/14/2023 7:28:25.0
500006,42,68,6/14/2023 7:28:29.1
500008,55,89,6/14/2023 7:28:31.4
500008,31,50,6/14/2023 7:28:33.1
500006,35,56,6/14/2023 7:28:37.7
500006,55,89,6/14/2023 7:28:38.2
500008,40,64,6/14/2023 7:28:47.1
500008,40,64,6/14/2023 7:28:54.3
500008,44,71,6/14/2023 7:28:55.8
500008,53,85,6/14/2023 7:28:56.4
500008,34,55,6/14/2023 7:29:02.8
500008,40,64,6/14/2023 7:29:09.3
500008,36,58,6/14/2023 7:29:12.1
500008,49,79,6/14/2023 7:29:20.1
500006,55,89,6/14/2023 7:29:22.4
500008,36,58,6/14/2023 7:29:24.4
500006,35,56,6/14/2023 7:29:25.9
500006,52,84,6/14/2023 7:29:31.6
500008,34,55,6/14/2023 7:29:34.4
500006,29,47,6/14/2023 7:29:36.4
500006,24,39,6/14/2023 7:29:38.2
500008,24,39,6/14/2023 7:29:42.9
500006,32,51,6/14/2023 7:29:53.3
500006,40,64,6/14/2023 7:29:58.6
500006,42,68,6/14/2023 7:30:00.5
500006,42,68,6/14/2023 7:30:01.0
500006,44,71,6/14/2023 7:30:02.1
500006,42,68,6/14/2023 7:30:05.8
500008,47,76,6/14/2023 7:30:06.9
500006,38,61,6/14/2023 7:30:11.0
500006,55,89,6/14/2023 7:30:19.2
500008,41,66,6/14/2023 7:30:31.6
500006,46,74,6/14/2023 7:30:32.9
500006,41,66,6/14/2023 7:30:35.7
500008,41,66,6/14/2023 7:30:42.6
500008,48,77,6/14/2023 7:30:52.3
500008,44,71,6/14/2023 7:30:54.9
500008,51,82,6/14/2023 7:31:06.8
500006,31,50,6/14/2023 7:31:13.0
500008,33,53,6/14/2023 7:31:14.1
500008,29,47,6/14/2023 7:31:15.0
500008,47,76,6/14/2023 7:31:17.0
500008,29,47,6/14/2023 7:31:18.6
500008,27,43,6/14/2023 7:31:22.3
500006,23,37,6/14/2023 7:31:26.6
500008,31,50,6/14/2023 7:31:28.4
500006,39,63,6/14/2023 7:31:30.6
500006,34,55,6/14/2023 7:31:34.1
500008,20,32,6/14/2023 7:31:37.6
500006,11,18,6/14/2023 7:31:40.5
500008,10,16,6/14/2023 7:31:58.3
500006,46,74,6/14/2023 7:32:14.0
500006,46,74,6/14/2023 7:32:16.1
500006,46,74,6/14/2023 7:32:27.2
500008,41,66,6/14/2023 7:32:31.2
500008,44,71,6/14/2023 7:32:32.1
500008,36,58,6/14/2023 7:32:33.9
500008,33,53,6/14/2023 7:32:37.7
500008,42,68,6/14/2023 7:32:38.1
500008,40,64,6/14/2023 7:32:40.3
500008,36,58,6/14/2023 7:32:43.0
500006,47,76,6/14/2023 7:32:45.8
500008,35,56,6/14/2023 7:33:11.2
500008,38,61,6/14/2023 7:33:12.5
500008,30,48,6/14/2023 7:33:13.8
500008,23,37,6/14/2023 7:33:19.5
500008,30,48,6/14/2023 7:33:20.2
500008,17,27,6/14/2023 7:33:21.0
500008,26,42,6/14/2023 7:33:21.8
500006,35,56,6/14/2023 7:33:23.0
500006,48,77,6/14/2023 7:33:23.1
500006,22,35,6/14/2023 7:33:25.6
500008,16,26,6/14/2023 7:33:29.1
500006,27,43,6/14/2023 7:33:29.8
500008,2,3,6/14/2023 7:33:40.3
500008,14,23,6/14/2023 7:34:09.2
500006,53,85,6/14/2023 7:34:09.9
500006,45,72,6/14/2023 7:34:11.5
500008,17,27,6/14/2023 7:34:12.5
500006,48,77,6/14/2023 7:34:15.1
500006,42,68,6/14/2023 7:34:17.0
500008,35,56,6/14/2023 7:34:18.7
500006,49,79,6/14/2023 7:34:18.8
500008,37,60,6/14/2023 7:34:20.4
500008,40,64,6/14/2023 7:34:21.7
500006,42,68,6/14/2023 7:34:25.4
500008,35,56,6/14/2023 7:34:25.5
500008,29,47,6/14/2023 7:34:27.1
500008,54,87,6/14/2023 7:34:32.9
500008,42,68,6/14/2023 7:34:45.1
500008,44,71,6/14/2023 7:34:48.5
500006,46,74,6/14/2023 7:34:51.9
500008,20,32,6/14/2023 7:34:57.9
500008,11,18,6/14/2023 7:34:59.0
500008,55,89,6/14/2023 7:35:00.6
500008,47,76,6/14/2023 7:35:03.1
500008,42,68,6/14/2023 7:35:05.4
500008,49,79,6/14/2023 7:35:05.9
500008,41,66,6/14/2023 7:35:10.3
500008,39,63,6/14/2023 7:35:10.9
500008,29,47,6/14/2023 7:35:14.4
500008,45,72,6/14/2023 7:35:15.5
500008,32,51,6/14/2023 7:35:18.1
500006,41,66,6/14/2023 7:35:18.7
500006,28,45,6/14/2023 7:35:27.8
500008,43,69,6/14/2023 7:35:32.8
500008,19,31,6/14/2023 7:35:36.3
500006,36,58,6/14/2023 7:35:54.4
500006,34,55,6/14/2023 7:36:03.4
500006,50,80,6/14/2023 7:36:14.6
500006,48,77,6/14/2023 7:36:24.9
500006,51,82,6/14/2023 7:36:25.6
500006,54,87,6/14/2023 7:36:27.6
500008,69,111,6/14/2023 7:36:33.7
500008,35,56,6/14/2023 7:36:34.0
500006,45,72,6/14/2023 7:36:34.4
500008,42,68,6/14/2023 7:36:47.3
500008,1,2,6/14/2023 7:36:49.2
500008,52,84,6/14/2023 7:37:00.9
500008,35,56,6/14/2023 7:37:13.2
500006,41,66,6/14/2023 7:37:17.6
500006,42,68,6/14/2023 7:37:19.0
500006,45,72,6/14/2023 7:37:19.7
500008,33,53,6/14/2023 7:37:20.2
500008,38,61,6/14/2023 7:37:21.5
500006,27,43,6/14/2023 7:37:39.7
500006,41,66,6/14/2023 7:37:43.0
500008,34,55,6/14/2023 7:37:52.5
500006,49,79,6/14/2023 7:37:54.1
500006,38,61,6/14/2023 7:38:00.1
500006,41,66,6/14/2023 7:38:01.9
500006,45,72,6/14/2023 7:38:06.0
500006,43,69,6/14/2023 7:38:07.7
500006,46,74,6/14/2023 7:38:08.6
500008,41,66,6/14/2023 7:38:36.3
500008,48,77,6/14/2023 7:39:03.9
500008,43,69,6/14/2023 7:39:07.9
500008,39,63,6/14/2023 7:39:10.8
500006,40,64,6/14/2023 7:39:27.0
500006,36,58,6/14/2023 7:39:27.5
500008,12,19,6/14/2023 7:39:28.5
500008,3,5,6/14/2023 7:39:32.8
500008,32,51,6/14/2023 7:39:32.9
500006,24,39,6/14/2023 7:39:35.1
500008,8,13,6/14/2023 7:39:36.6
500006,27,43,6/14/2023 7:39:39.1
500008,18,29,6/14/2023 7:39:41.9
500008,17,27,6/14/2023 7:40:09.2
500006,37,60,6/14/2023 7:40:12.9
500008,17,27,6/14/2023 7:40:15.2
500006,55,89,6/14/2023 7:40:16.1
500008,4,6,6/14/2023 7:40:20.5
500006,31,50,6/14/2023 7:40:21.3
500008,13,21,6/14/2023 7:40:23.3
500008,11,18,6/14/2023 7:40:25.8
500008,5,8,6/14/2023 7:40:30.9
500008,11,18,6/14/2023 7:40:32.5
500008,40,64,6/14/2023 7:40:39.9
500008,28,45,6/14/2023 7:40:43.6
500006,52,84,6/14/2023 7:40:43.9
500008,21,34,6/14/2023 7:40:44.2
500008,30,48,6/14/2023 7:40:48.9
500008,47,76,6/14/2023 7:40:55.2
500008,38,61,6/14/2023 7:40:57.3
500008,48,77,6/14/2023 7:41:01.0
500008,43,69,6/14/2023 7:41:02.1
500008,52,84,6/14/2023 7:41:05.1
500006,51,82,6/14/2023 7:41:08.4
500006,45,72,6/14/2023 7:41:17.6
500008,38,61,6/14/2023 7:41:18.5
500006,39,63,6/14/2023 7:41:18.9
500006,50,80,6/14/2023 7:41:19.3
500006,31,50,6/14/2023 7:41:23.7
500006,37,60,6/14/2023 7:41:25.6
500006,45,72,6/14/2023 7:41:26.2
500008,36,58,6/14/2023 7:41:32.5
500008,45,72,6/14/2023 7:41:38.1
500006,51,82,6/14/2023 7:42:11.5
500006,44,71,6/14/2023 7:42:13.7
500006,46,74,6/14/2023 7:42:16.6
500006,49,79,6/14/2023 7:42:19.6
500006,45,72,6/14/2023 7:42:21.5
500006,50,80,6/14/2023 7:42:22.6
500008,44,71,6/14/2023 7:42:26.0
500008,41,66,6/14/2023 7:42:27.6
500006,42,68,6/14/2023 7:42:31.8
500006,47,76,6/14/2023 7:42:35.5
500008,44,71,6/14/2023 7:42:51.5
500008,48,77,6/14/2023 7:43:04.8
500006,40,64,6/14/2023 7:43:11.4
500008,37,60,6/14/2023 7:43:12.8
500008,23,37,6/14/2023 7:43:14.1
500006,42,68,6/14/2023 7:43:15.1
500008,33,53,6/14/2023 7:43:16.4
500008,30,48,6/14/2023 7:43:19.0
500006,44,71,6/14/2023 7:43:21.0
500008,24,39,6/14/2023 7:43:22.3
500006,53,85,6/14/2023 7:43:25.5
500008,57,92,6/14/2023 7:43:26.6
500008,26,42,6/14/2023 7:43:34.2
500006,24,39,6/14/2023 7:43:36.7
500006,31,50,6/14/2023 7:43:39.1
500006,19,31,6/14/2023 7:43:46.0
500006,29,47,6/14/2023 7:43:46.7
500006,14,23,6/14/2023 7:43:52.3
500006,34,55,6/14/2023 7:43:55.2
500006,34,55,6/14/2023 7:44:04.3
500006,55,89,6/14/2023 7:44:08.5
500006,55,89,6/14/2023 7:44:09.5
500008,41,66,6/14/2023 7:44:20.2
500006,48,77,6/14/2023 7:44:20.4
500008,39,63,6/14/2023 7:44:20.8
500006,46,74,6/14/2023 7:44:21.7
500006,55,89,6/14/2023 7:44:26.1
500008,37,60,6/14/2023 7:44:27.1
500008,45,72,6/14/2023 7:44:33.6
500008,52,84,6/14/2023 7:44:39.9
500006,35,56,6/14/2023 7:44:44.8
500008,50,80,6/14/2023 7:44:52.8
500008,50,80,6/14/2023 7:44:54.9
500008,18,29,6/14/2023 7:45:20.3
500008,33,53,6/14/2023 7:45:31.7
500008,33,53,6/14/2023 7:45:34.2
500006,40,64,6/14/2023 7:45:42.9
500006,47,76,6/14/2023 7:45:47.5
500008,33,53,6/14/2023 7:45:53.1
500006,26,42,6/14/2023 7:46:01.7
500008,44,71,6/14/2023 7:46:50.9
500008,48,77,6/14/2023 7:46:55.1
500008,42,68,6/14/2023 7:47:03.2
500008,29,47,6/14/2023 7:47:19.0
500006,33,53,6/14/2023 7:47:24.5
500006,46,74,6/14/2023 7:47:26.8
500008,24,39,6/14/2023 7:47:29.9
500006,20,32,6/14/2023 7:47:30.1
500008,29,47,6/14/2023 7:47:35.1
500008,30,48,6/14/2023 7:47:40.3
500008,1,2,6/14/2023 7:47:41.9
500006,39,63,6/14/2023 7:47:42.3
500008,18,29,6/14/2023 7:47:53.2
500006,46,74,6/14/2023 7:47:57.6
500008,14,23,6/14/2023 7:47:57.8
500006,44,71,6/14/2023 7:47:59.5
500006,41,66,6/14/2023 7:48:06.7
500006,35,56,6/14/2023 7:48:08.9
500008,45,72,6/14/2023 7:48:26.6
500006,52,84,6/14/2023 7:48:27.6
500008,42,68,6/14/2023 7:48:28.9
500008,43,69,6/14/2023 7:48:29.5
500008,40,64,6/14/2023 7:48:30.3
500008,43,69,6/14/2023 7:48:31.6
500008,40,64,6/14/2023 7:48:33.6
500006,37,60,6/14/2023 7:48:33.8
500008,39,63,6/14/2023 7:48:35.3
500006,43,69,6/14/2023 7:48:36.8
500006,55,89,6/14/2023 7:48:37.6
500008,33,53,6/14/2023 7:49:16.5
500008,41,66,6/14/2023 7:49:20.8
500008,28,45,6/14/2023 7:49:22.5
500006,25,40,6/14/2023 7:49:38.0
500008,17,27,6/14/2023 7:49:39.3
500006,32,51,6/14/2023 7:49:41.1
500006,21,34,6/14/2023 7:49:47.6
500008,13,21,6/14/2023 7:49:51.3
500008,20,32,6/14/2023 7:49:54.0
500006,52,84,6/14/2023 7:50:05.1
500006,50,80,6/14/2023 7:50:08.1
500006,48,77,6/14/2023 7:50:09.0
500006,42,68,6/14/2023 7:50:13.8
500008,15,24,6/14/2023 7:50:17.0
500006,29,47,6/14/2023 7:50:19.7
500006,42,68,6/14/2023 7:50:29.6
500008,19,31,6/14/2023 7:50:33.5
500006,44,71,6/14/2023 7:50:34.7
500006,55,89,6/14/2023 7:50:52.1
500008,46,74,6/14/2023 7:51:05.6
500006,45,72,6/14/2023 7:51:07.3
500008,36,58,6/14/2023 7:51:11.8
500008,44,71,6/14/2023 7:51:14.7
500006,45,72,6/14/2023 7:51:16.4
500008,41,66,6/14/2023 7:51:17.1
500008,27,43,6/14/2023 7:51:35.5
500008,26,42,6/14/2023 7:51:37.9
500006,29,47,6/14/2023 7:51:43.8
500008,2,3,6/14/2023 7:51:54.1
500008,27,43,6/14/2023 7:52:10.4
500006,45,72,6/14/2023 7:52:12.4
500006,44,71,6/14/2023 7:52:13.8
500008,49,79,6/14/2023 7:52:28.4
500008,49,79,6/14/2023 7:52:29.6
500008,51,82,6/14/2023 7:52:36.3
500006,46,74,6/14/2023 7:52:39.2
500006,59,95,6/14/2023 7:52:40.6
500006,46,74,6/14/2023 7:53:07.1
500006,60,97,6/14/2023 7:53:09.2
500008,46,74,6/14/2023 7:53:13.0
500008,43,69,6/14/2023 7:53:14.9
500008,28,45,6/14/2023 7:53:20.4
500008,35,56,6/14/2023 7:53:24.6
500006,43,69,6/14/2023 7:53:26.7
500008,23,37,6/14/2023 7:53:33.8
500008,43,69,6/14/2023 7:53:35.0
500006,52,84,6/14/2023 7:53:55.3
500006,46,74,6/14/2023 7:53:56.0
500008,8,13,6/14/2023 7:54:01.7
500006,46,74,6/14/2023 7:54:03.4
500006,50,80,6/14/2023 7:54:10.5
500006,48,77,6/14/2023 7:54:15.7
500006,54,87,6/14/2023 7:54:24.8
500008,50,80,6/14/2023 7:54:35.8
500008,48,77,6/14/2023 7:54:38.6
500008,45,72,6/14/2023 7:54:40.3
500006,50,80,6/14/2023 7:54:47.0
500008,47,76,6/14/2023 7:54:47.4
500006,55,89,6/14/2023 7:54:52.9
500008,40,64,6/14/2023 7:54:53.9
500006,51,82,6/14/2023 7:54:56.6
500008,50,80,6/14/2023 7:55:08.9
500008,44,71,6/14/2023 7:55:09.7
500008,31,50,6/14/2023 7:55:21.6
500008,38,61,6/14/2023 7:55:27.7
500008,37,60,6/14/2023 7:55:33.9
500006,33,53,6/14/2023 7:55:35.2
500008,21,34,6/14/2023 7:55:40.5
500006,14,23,6/14/2023 7:55:45.0
500006,47,76,6/14/2023 7:55:57.0
500006,34,55,6/14/2023 7:55:59.0
500006,44,71,6/14/2023 7:56:07.3
500006,41,66,6/14/2023 7:56:14.1
500006,45,72,6/14/2023 7:56:24.5
500006,53,85,6/14/2023 7:56:27.7
500006,52,84,6/14/2023 7:56:29.1
500008,49,79,6/14/2023 7:56:34.4
500006,47,76,6/14/2023 7:56:35.7
