SignalIdentifier,EventCode,EventParam,Timestamp
7115,81,21,8/9/2023 16:18:55.8
7115,82,19,8/9/2023 16:18:59.4
7115,81,19,8/9/2023 16:19:00.2
7115,82,20,8/9/2023 16:19:07.6
7115,81,20,8/9/2023 16:19:08.5
7115,82,21,8/9/2023 16:19:57.4
7115,82,19,8/9/2023 16:20:13.0
7115,81,19,8/9/2023 16:20:13.8
7115,82,19,8/9/2023 16:20:34.1
7115,81,19,8/9/2023 16:21:22.5
7115,82,19,8/9/2023 16:21:23.4
7115,81,19,8/9/2023 16:21:25.1
7115,81,21,8/9/2023 16:21:27.2
7115,82,20,8/9/2023 16:21:43.1
7115,81,20,8/9/2023 16:21:44.5
7115,82,20,8/9/2023 16:22:45.0
7115,82,21,8/9/2023 16:22:56.7
7115,82,19,8/9/2023 16:23:28.2
7115,81,19,8/9/2023 16:23:54.0
7115,82,19,8/9/2023 16:23:54.2
7115,81,19,8/9/2023 16:23:54.5
7115,81,20,8/9/2023 16:23:58.8
7115,81,21,8/9/2023 16:23:59.4
7115,82,19,8/9/2023 16:24:01.2
7115,81,19,8/9/2023 16:24:02.6
7115,82,21,8/9/2023 16:24:09.0
7115,81,21,8/9/2023 16:24:10.1
7115,82,20,8/9/2023 16:24:50.4
7115,81,20,8/9/2023 16:24:51.8
7115,82,21,8/9/2023 16:25:08.6
7115,82,20,8/9/2023 16:25:19.8
7115,82,19,8/9/2023 16:25:28.0
7115,81,20,8/9/2023 16:26:22.2
7115,81,21,8/9/2023 16:26:22.3
7115,82,20,8/9/2023 16:26:27.5
7115,81,19,8/9/2023 16:26:28.0
7115,82,19,8/9/2023 16:26:28.5
7115,81,20,8/9/2023 16:26:29.8
7115,81,19,8/9/2023 16:26:30.2
7115,82,19,8/9/2023 16:26:30.3
7115,81,19,8/9/2023 16:26:31.4
7115,82,19,8/9/2023 16:26:31.8
7115,81,19,8/9/2023 16:26:34.1
7115,82,19,8/9/2023 16:26:55.2
7115,81,19,8/9/2023 16:26:55.8
7115,82,20,8/9/2023 16:27:41.2
7115,82,19,8/9/2023 16:28:14.2
7115,81,20,8/9/2023 16:28:49.0
7115,82,21,8/9/2023 16:28:50.4
7115,81,19,8/9/2023 16:28:52.0
7115,81,21,8/9/2023 16:28:52.3
7115,82,19,8/9/2023 16:28:52.3
7115,81,19,8/9/2023 16:28:54.2
7115,82,20,8/9/2023 16:28:55.2
7115,82,19,8/9/2023 16:28:55.7
7115,81,19,8/9/2023 16:28:56.0
7115,81,20,8/9/2023 16:28:56.6
7115,82,20,8/9/2023 16:29:02.8
7115,81,20,8/9/2023 16:29:04.2
7115,82,20,8/9/2023 16:29:25.3
7115,81,20,8/9/2023 16:29:26.1
7115,82,21,8/9/2023 16:29:41.2
7115,81,21,8/9/2023 16:29:42.0
7115,82,21,8/9/2023 16:30:10.6
7115,82,19,8/9/2023 16:30:26.2
7115,82,20,8/9/2023 16:31:00.2
7115,81,20,8/9/2023 16:31:21.8
7115,81,21,8/9/2023 16:31:23.9
7115,81,19,8/9/2023 16:31:25.4
7115,82,19,8/9/2023 16:31:26.3
7115,81,19,8/9/2023 16:31:26.6
7115,82,19,8/9/2023 16:31:27.2
7115,81,19,8/9/2023 16:31:29.5
7115,82,21,8/9/2023 16:31:44.9
